TERM,ACAD_CAREER,COURSE CODE,CLASS SECTION,Delivery Mode of Lectures,START DATE,END DATE,MON,TUE,WED,THU,FRI,SAT,SUN,VENUE,START TIME,END TIME,COURSE TITLE,OFFER DEPT,INSTRUCTOR
2020-21 Sem 2,UG,COMP3250,2A,Online,2021-04-13,2021-04-27,,TUE,,,,,,ONLINE,12:30,13:20,Design and analysis of algorithms,Dept of Computer Science,"Huang,Zhiyi"
2020-21 Sem 2,UG,COMP3250,2B,Face-to-face,2021-01-19,2021-02-09,,TUE,,,,,,CBA,12:30,13:20,Design and analysis of algorithms,Dept of Computer Science,"Lam,Tak Wah"
2020-21 Sem 2,UG,COMP3250,2B,Face-to-face,2021-01-22,2021-02-05,,,,,FRI,,,CBA,12:30,14:20,Design and analysis of algorithms,Dept of Computer Science,"Lam,Tak Wah"
2020-21 Sem 2,UG,COMP3250,2B,Face-to-face,2021-02-19,2021-03-05,,,,,FRI,,,CBA,12:30,14:20,Design and analysis of algorithms,Dept of Computer Science,"Lam,Tak Wah"
2020-21 Sem 2,UG,COMP3250,2B,Face-to-face,2021-02-23,2021-03-02,,TUE,,,,,,CBA,12:30,13:20,Design and analysis of algorithms,Dept of Computer Science,"Lam,Tak Wah"
2020-21 Sem 2,UG,COMP3250,2B,Face-to-face,2021-03-19,2021-03-26,,,,,FRI,,,CBA,12:30,14:20,Design and analysis of algorithms,Dept of Computer Science,"Lam,Tak Wah"
2020-21 Sem 2,UG,COMP3250,2B,Face-to-face,2021-03-23,2021-03-30,,TUE,,,,,,CBA,12:30,13:20,Design and analysis of algorithms,Dept of Computer Science,"Lam,Tak Wah"
2020-21 Sem 2,UG,COMP3250,2B,Face-to-face,2021-04-09,2021-04-30,,,,,FRI,,,CBA,12:30,14:20,Design and analysis of algorithms,Dept of Computer Science,"Lam,Tak Wah"
2020-21 Sem 2,UG,COMP3250,2B,Face-to-face,2021-04-13,2021-04-27,,TUE,,,,,,CBA,12:30,13:20,Design and analysis of algorithms,Dept of Computer Science,"Lam,Tak Wah"
2020-21 Sem 2,UG,COMP3259,2A,Online,2021-01-18,2021-02-08,MON,,,,,,,ONLINE,14:30,15:20,Principles of programming languages,Dept of Computer Science,"Dos Santos Oliveira,Bruno Cesar"
2020-21 Sem 2,UG,COMP3259,2A,Online,2021-01-21,2021-02-11,,,,THU,,,,ONLINE,13:30,15:20,Principles of programming languages,Dept of Computer Science,"Dos Santos Oliveira,Bruno Cesar"
2020-21 Sem 2,UG,COMP3259,2A,Online,2021-02-22,2021-03-01,MON,,,,,,,ONLINE,14:30,15:20,Principles of programming languages,Dept of Computer Science,"Dos Santos Oliveira,Bruno Cesar"
2020-21 Sem 2,UG,COMP3259,2A,Online,2021-02-25,2021-03-04,,,,THU,,,,ONLINE,13:30,15:20,Principles of programming languages,Dept of Computer Science,"Dos Santos Oliveira,Bruno Cesar"
2020-21 Sem 2,UG,COMP3259,2A,Online,2021-03-15,2021-03-29,MON,,,,,,,ONLINE,14:30,15:20,Principles of programming languages,Dept of Computer Science,"Dos Santos Oliveira,Bruno Cesar"
2020-21 Sem 2,UG,COMP3259,2A,Online,2021-03-18,2021-04-29,,,,THU,,,,ONLINE,13:30,15:20,Principles of programming languages,Dept of Computer Science,"Dos Santos Oliveira,Bruno Cesar"
2020-21 Sem 2,UG,COMP3259,2A,Online,2021-04-12,2021-04-26,MON,,,,,,,ONLINE,14:30,15:20,Principles of programming languages,Dept of Computer Science,"Dos Santos Oliveira,Bruno Cesar"
2020-21 Sem 2,UG,COMP3270,2B,Online,2021-01-18,2021-02-08,MON,,,,,,,ONLINE,14:30,15:20,Artificial intelligence,Dept of Computer Science,"Schnieders,Dirk"
2020-21 Sem 2,UG,COMP3270,2B,Online,2021-01-21,2021-02-11,,,,THU,,,,ONLINE,13:30,15:20,Artificial intelligence,Dept of Computer Science,"Schnieders,Dirk"
2020-21 Sem 2,UG,COMP3270,2B,Online,2021-02-22,2021-03-01,MON,,,,,,,ONLINE,14:30,15:20,Artificial intelligence,Dept of Computer Science,"Schnieders,Dirk"
2020-21 Sem 2,UG,COMP3270,2B,Online,2021-02-25,2021-03-04,,,,THU,,,,ONLINE,13:30,15:20,Artificial intelligence,Dept of Computer Science,"Schnieders,Dirk"
2020-21 Sem 2,UG,COMP3270,2B,Online,2021-03-15,2021-03-29,MON,,,,,,,ONLINE,14:30,15:20,Artificial intelligence,Dept of Computer Science,"Schnieders,Dirk"
2020-21 Sem 2,UG,COMP3270,2B,Online,2021-03-18,2021-04-29,,,,THU,,,,ONLINE,13:30,15:20,Artificial intelligence,Dept of Computer Science,"Schnieders,Dirk"
2020-21 Sem 2,UG,COMP3270,2B,Online,2021-04-12,2021-04-26,MON,,,,,,,ONLINE,14:30,15:20,Artificial intelligence,Dept of Computer Science,"Schnieders,Dirk"
2020-21 Sem 2,UG,COMP3271,2A,Face-to-face,2021-01-19,2021-02-09,,TUE,,,,,,CBC,16:30,18:20,Computer graphics,Dept of Computer Science,
2020-21 Sem 2,UG,COMP3271,2A,Face-to-face,2021-01-22,2021-02-05,,,,,FRI,,,CBC,17:30,18:20,Computer graphics,Dept of Computer Science,
2020-21 Sem 2,UG,COMP3271,2A,Face-to-face,2021-02-19,2021-03-05,,,,,FRI,,,CBC,17:30,18:20,Computer graphics,Dept of Computer Science,
2020-21 Sem 2,UG,COMP3271,2A,Face-to-face,2021-02-23,2021-03-02,,TUE,,,,,,CBC,16:30,18:20,Computer graphics,Dept of Computer Science,
2020-21 Sem 2,UG,COMP3271,2A,Face-to-face,2021-03-19,2021-03-26,,,,,FRI,,,CBC,17:30,18:20,Computer graphics,Dept of Computer Science,
2020-21 Sem 2,UG,COMP3271,2A,Face-to-face,2021-03-23,2021-03-30,,TUE,,,,,,CBC,16:30,18:20,Computer graphics,Dept of Computer Science,
2020-21 Sem 2,UG,COMP3271,2A,Face-to-face,2021-04-09,2021-04-30,,,,,FRI,,,CBC,17:30,18:20,Computer graphics,Dept of Computer Science,
2020-21 Sem 2,UG,COMP3271,2A,Face-to-face,2021-04-13,2021-04-27,,TUE,,,,,,CBC,16:30,18:20,Computer graphics,Dept of Computer Science,
2020-21 Sem 2,UG,COMP3278,2B,Online,2021-01-19,2021-02-09,,TUE,,,,,,ONLINE,09:30,10:20,Introduction to database management systems,Dept of Computer Science,"Luo,Ping"
2020-21 Sem 2,UG,COMP3278,2B,Online,2021-01-22,2021-02-05,,,,,FRI,,,ONLINE,09:30,11:20,Introduction to database management systems,Dept of Computer Science,"Luo,Ping"
2020-21 Sem 2,UG,COMP3278,2B,Online,2021-02-19,2021-03-05,,,,,FRI,,,ONLINE,09:30,11:20,Introduction to database management systems,Dept of Computer Science,"Luo,Ping"
2020-21 Sem 2,UG,COMP3278,2B,Online,2021-02-23,2021-03-02,,TUE,,,,,,ONLINE,09:30,10:20,Introduction to database management systems,Dept of Computer Science,"Luo,Ping"
2020-21 Sem 2,UG,COMP3278,2B,Online,2021-03-19,2021-03-26,,,,,FRI,,,ONLINE,09:30,11:20,Introduction to database management systems,Dept of Computer Science,"Luo,Ping"
2020-21 Sem 2,UG,COMP3278,2B,Online,2021-03-23,2021-03-30,,TUE,,,,,,ONLINE,09:30,10:20,Introduction to database management systems,Dept of Computer Science,"Luo,Ping"
2020-21 Sem 2,UG,COMP3278,2B,Online,2021-04-09,2021-04-30,,,,,FRI,,,ONLINE,09:30,11:20,Introduction to database management systems,Dept of Computer Science,"Luo,Ping"
2020-21 Sem 2,UG,COMP3278,2B,Online,2021-04-13,2021-04-27,,TUE,,,,,,ONLINE,09:30,10:20,Introduction to database management systems,Dept of Computer Science,"Luo,Ping"
2020-21 Sem 2,UG,COMP3297,2B,Online,2021-01-19,2021-02-09,,TUE,,,,,,ONLINE,13:30,15:20,Software engineering,Dept of Computer Science,"Lam,Ka Man; Mitcheson,George Richard"
2020-21 Sem 2,UG,COMP3297,2B,Online,2021-01-22,2021-02-05,,,,,FRI,,,ONLINE,14:30,15:20,Software engineering,Dept of Computer Science,"Lam,Ka Man; Mitcheson,George Richard"
2020-21 Sem 2,UG,COMP3297,2B,Online,2021-02-19,2021-03-05,,,,,FRI,,,ONLINE,14:30,15:20,Software engineering,Dept of Computer Science,"Lam,Ka Man; Mitcheson,George Richard"
2020-21 Sem 2,UG,COMP3297,2B,Online,2021-02-23,2021-03-02,,TUE,,,,,,ONLINE,13:30,15:20,Software engineering,Dept of Computer Science,"Lam,Ka Man; Mitcheson,George Richard"
2020-21 Sem 2,UG,COMP3297,2B,Online,2021-03-19,2021-03-26,,,,,FRI,,,ONLINE,14:30,15:20,Software engineering,Dept of Computer Science,"Lam,Ka Man; Mitcheson,George Richard"
2020-21 Sem 2,UG,COMP3297,2B,Online,2021-03-23,2021-03-30,,TUE,,,,,,ONLINE,13:30,15:20,Software engineering,Dept of Computer Science,"Lam,Ka Man; Mitcheson,George Richard"
2020-21 Sem 2,UG,COMP3297,2B,Online,2021-04-09,2021-04-30,,,,,FRI,,,ONLINE,14:30,15:20,Software engineering,Dept of Computer Science,"Lam,Ka Man; Mitcheson,George Richard"
2020-21 Sem 2,UG,COMP3297,2B,Online,2021-04-13,2021-04-27,,TUE,,,,,,ONLINE,13:30,15:20,Software engineering,Dept of Computer Science,"Lam,Ka Man; Mitcheson,George Richard"
2020-21 Sem 2,UG,COMP3311,2A,Face-to-face,2021-01-19,2021-02-09,,TUE,,,,,,CYPP2,15:30,16:20,Legal aspects of computing,Dept of Computer Science,"Pun,Kwok Hung"
2020-21 Sem 2,UG,COMP3311,2A,Face-to-face,2021-01-22,2021-02-05,,,,,FRI,,,CYPP2,15:30,17:20,Legal aspects of computing,Dept of Computer Science,"Pun,Kwok Hung"
2020-21 Sem 2,UG,COMP3311,2A,Face-to-face,2021-02-19,2021-03-05,,,,,FRI,,,CYPP2,15:30,17:20,Legal aspects of computing,Dept of Computer Science,"Pun,Kwok Hung"
2020-21 Sem 2,UG,COMP3311,2A,Face-to-face,2021-02-23,2021-03-02,,TUE,,,,,,CYPP2,15:30,16:20,Legal aspects of computing,Dept of Computer Science,"Pun,Kwok Hung"
2020-21 Sem 2,UG,COMP3311,2A,Face-to-face,2021-03-19,2021-03-26,,,,,FRI,,,CYPP2,15:30,17:20,Legal aspects of computing,Dept of Computer Science,"Pun,Kwok Hung"
2020-21 Sem 2,UG,COMP3311,2A,Face-to-face,2021-03-23,2021-03-30,,TUE,,,,,,CYPP2,15:30,16:20,Legal aspects of computing,Dept of Computer Science,"Pun,Kwok Hung"
2020-21 Sem 2,UG,COMP3311,2A,Face-to-face,2021-04-09,2021-04-30,,,,,FRI,,,CYPP2,15:30,17:20,Legal aspects of computing,Dept of Computer Science,"Pun,Kwok Hung"
2020-21 Sem 2,UG,COMP3311,2A,Face-to-face,2021-04-13,2021-04-27,,TUE,,,,,,CYPP2,15:30,16:20,Legal aspects of computing,Dept of Computer Science,"Pun,Kwok Hung"
2020-21 Sem 2,UG,COMP3314,2B,Online,2021-01-18,2021-02-08,MON,,,,,,,ONLINE,14:30,17:20,Machine learning,Dept of Computer Science,"Yu,Yizhou"
2020-21 Sem 2,UG,COMP3314,2B,Online,2021-02-22,2021-03-01,MON,,,,,,,ONLINE,14:30,17:20,Machine learning,Dept of Computer Science,"Yu,Yizhou"
2020-21 Sem 2,UG,COMP3314,2B,Online,2021-03-15,2021-03-29,MON,,,,,,,ONLINE,14:30,17:20,Machine learning,Dept of Computer Science,"Yu,Yizhou"
2020-21 Sem 2,UG,COMP3314,2B,Online,2021-04-12,2021-04-26,MON,,,,,,,ONLINE,14:30,17:20,Machine learning,Dept of Computer Science,"Yu,Yizhou"
2020-21 Sem 2,UG,COMP3317,2A,Face-to-face,2021-01-18,2021-02-08,MON,,,,,,,CPD-LG.07,12:30,14:20,Computer vision,Dept of Computer Science,"Wong,Kwan Yee Kenneth"
2020-21 Sem 2,UG,COMP3317,2A,Face-to-face,2021-01-21,2021-02-11,,,,THU,,,,CPD-LG.07,12:30,13:20,Computer vision,Dept of Computer Science,"Wong,Kwan Yee Kenneth"
2020-21 Sem 2,UG,COMP3317,2A,Face-to-face,2021-02-22,2021-03-01,MON,,,,,,,CPD-LG.07,12:30,14:20,Computer vision,Dept of Computer Science,"Wong,Kwan Yee Kenneth"
2020-21 Sem 2,UG,COMP3317,2A,Face-to-face,2021-02-25,2021-03-04,,,,THU,,,,CPD-LG.07,12:30,13:20,Computer vision,Dept of Computer Science,"Wong,Kwan Yee Kenneth"
2020-21 Sem 2,UG,COMP3317,2A,Face-to-face,2021-03-15,2021-03-29,MON,,,,,,,CPD-LG.07,12:30,14:20,Computer vision,Dept of Computer Science,"Wong,Kwan Yee Kenneth"
2020-21 Sem 2,UG,COMP3317,2A,Face-to-face,2021-03-18,2021-04-29,,,,THU,,,,CPD-LG.07,12:30,13:20,Computer vision,Dept of Computer Science,"Wong,Kwan Yee Kenneth"
2020-21 Sem 2,UG,COMP3317,2A,Face-to-face,2021-04-12,2021-04-26,MON,,,,,,,CPD-LG.07,12:30,14:20,Computer vision,Dept of Computer Science,"Wong,Kwan Yee Kenneth"
2020-21 Sem 2,UG,COMP3320,2A,Face-to-face,2021-01-18,2021-02-08,MON,,,,,,,CPD-LG.08,17:30,18:20,Electronic commerce technology,Dept of Computer Science,"Yuen,Tsz Hon"
2020-21 Sem 2,UG,COMP3320,2A,Face-to-face,2021-01-21,2021-02-04,,,,THU,,,,CPD-LG.08,16:30,18:20,Electronic commerce technology,Dept of Computer Science,"Yuen,Tsz Hon"
2020-21 Sem 2,UG,COMP3320,2A,Face-to-face,2021-02-22,2021-03-01,MON,,,,,,,CPD-LG.08,17:30,18:20,Electronic commerce technology,Dept of Computer Science,"Yuen,Tsz Hon"
2020-21 Sem 2,UG,COMP3320,2A,Face-to-face,2021-02-25,2021-03-04,,,,THU,,,,CPD-LG.08,16:30,18:20,Electronic commerce technology,Dept of Computer Science,"Yuen,Tsz Hon"
2020-21 Sem 2,UG,COMP3320,2A,Face-to-face,2021-03-15,2021-03-29,MON,,,,,,,CPD-LG.08,17:30,18:20,Electronic commerce technology,Dept of Computer Science,"Yuen,Tsz Hon"
2020-21 Sem 2,UG,COMP3320,2A,Face-to-face,2021-03-18,2021-04-29,,,,THU,,,,CPD-LG.08,16:30,18:20,Electronic commerce technology,Dept of Computer Science,"Yuen,Tsz Hon"
2020-21 Sem 2,UG,COMP3320,2A,Face-to-face,2021-04-12,2021-04-26,MON,,,,,,,CPD-LG.08,17:30,18:20,Electronic commerce technology,Dept of Computer Science,"Yuen,Tsz Hon"
2020-21 Sem 2,UG,COMP3322,2B,Online,2021-01-18,2021-02-08,MON,,,,,,,ONLINE,09:30,11:20,Modern Technologies on World Wide Web,Dept of Computer Science,"Tam,Tat Chun Anthony"
2020-21 Sem 2,UG,COMP3322,2B,Online,2021-01-22,2021-02-05,,,,,FRI,,,ONLINE,09:30,11:20,Modern Technologies on World Wide Web,Dept of Computer Science,"Tam,Tat Chun Anthony"
2020-21 Sem 2,UG,COMP3322,2B,Online,2021-02-19,2021-03-05,,,,,FRI,,,ONLINE,09:30,11:20,Modern Technologies on World Wide Web,Dept of Computer Science,"Tam,Tat Chun Anthony"
2020-21 Sem 2,UG,COMP3322,2B,Online,2021-02-22,2021-03-01,MON,,,,,,,ONLINE,09:30,11:20,Modern Technologies on World Wide Web,Dept of Computer Science,"Tam,Tat Chun Anthony"
2020-21 Sem 2,UG,COMP3322,2B,Online,2021-03-15,2021-03-29,MON,,,,,,,ONLINE,09:30,11:20,Modern Technologies on World Wide Web,Dept of Computer Science,"Tam,Tat Chun Anthony"
2020-21 Sem 2,UG,COMP3322,2B,Online,2021-03-19,2021-03-26,,,,,FRI,,,ONLINE,09:30,11:20,Modern Technologies on World Wide Web,Dept of Computer Science,"Tam,Tat Chun Anthony"
2020-21 Sem 2,UG,COMP3322,2B,Online,2021-04-09,2021-04-30,,,,,FRI,,,ONLINE,09:30,11:20,Modern Technologies on World Wide Web,Dept of Computer Science,"Tam,Tat Chun Anthony"
2020-21 Sem 2,UG,COMP3322,2B,Online,2021-04-12,2021-04-26,MON,,,,,,,ONLINE,09:30,11:20,Modern Technologies on World Wide Web,Dept of Computer Science,"Tam,Tat Chun Anthony"
2020-21 Sem 2,UG,COMP3329,2A,Online,2021-01-19,2021-02-09,,TUE,,,,,,ONLINE,13:30,15:20,Computer game design and programming,Dept of Computer Science,"Chim,Tat Wing"
2020-21 Sem 2,UG,COMP3329,2A,Online,2021-01-22,2021-02-05,,,,,FRI,,,ONLINE,14:30,15:20,Computer game design and programming,Dept of Computer Science,"Chim,Tat Wing"
2020-21 Sem 2,UG,COMP3329,2A,Online,2021-02-19,2021-03-05,,,,,FRI,,,ONLINE,14:30,15:20,Computer game design and programming,Dept of Computer Science,"Chim,Tat Wing"
2020-21 Sem 2,UG,COMP3329,2A,Online,2021-02-23,2021-03-02,,TUE,,,,,,ONLINE,13:30,15:20,Computer game design and programming,Dept of Computer Science,"Chim,Tat Wing"
2020-21 Sem 2,UG,COMP3329,2A,Online,2021-03-19,2021-03-26,,,,,FRI,,,ONLINE,14:30,15:20,Computer game design and programming,Dept of Computer Science,"Chim,Tat Wing"
2020-21 Sem 2,UG,COMP3329,2A,Online,2021-03-23,2021-03-30,,TUE,,,,,,ONLINE,13:30,15:20,Computer game design and programming,Dept of Computer Science,"Chim,Tat Wing"
2020-21 Sem 2,UG,COMP3329,2A,Online,2021-04-09,2021-04-30,,,,,FRI,,,ONLINE,14:30,15:20,Computer game design and programming,Dept of Computer Science,"Chim,Tat Wing"
2020-21 Sem 2,UG,COMP3329,2A,Online,2021-04-13,2021-04-27,,TUE,,,,,,ONLINE,13:30,15:20,Computer game design and programming,Dept of Computer Science,"Chim,Tat Wing"
2020-21 Sem 2,UG,COMP3357,2A,Face-to-face,2021-01-18,2021-02-08,MON,,,,,,,CBA,11:30,12:20,Cryptography,Dept of Computer Science,"Ramanathan,Ravishankar"
2020-21 Sem 2,UG,COMP3357,2A,Face-to-face,2021-01-21,2021-02-11,,,,THU,,,,CBA,10:30,12:20,Cryptography,Dept of Computer Science,"Ramanathan,Ravishankar"
2020-21 Sem 2,UG,COMP3357,2A,Face-to-face,2021-02-22,2021-03-01,MON,,,,,,,CBA,11:30,12:20,Cryptography,Dept of Computer Science,"Ramanathan,Ravishankar"
2020-21 Sem 2,UG,COMP3357,2A,Face-to-face,2021-02-25,2021-03-04,,,,THU,,,,CBA,10:30,12:20,Cryptography,Dept of Computer Science,"Ramanathan,Ravishankar"
2020-21 Sem 2,UG,COMP3357,2A,Face-to-face,2021-03-15,2021-03-29,MON,,,,,,,CBA,11:30,12:20,Cryptography,Dept of Computer Science,"Ramanathan,Ravishankar"
2020-21 Sem 2,UG,COMP3357,2A,Face-to-face,2021-03-18,2021-04-29,,,,THU,,,,CBA,10:30,12:20,Cryptography,Dept of Computer Science,"Ramanathan,Ravishankar"
2020-21 Sem 2,UG,COMP3357,2A,Face-to-face,2021-04-12,2021-04-26,MON,,,,,,,CBA,11:30,12:20,Cryptography,Dept of Computer Science,"Ramanathan,Ravishankar"
2020-21 Sem 2,UG,COMP3358,2A,Face-to-face,2021-01-18,2021-02-08,MON,,,,,,,CBA,17:30,18:20,Distributed and Parallel Computing,Dept of Computer Science,"Cui,Heming"
2020-21 Sem 2,UG,COMP3358,2A,Face-to-face,2021-01-21,2021-02-04,,,,THU,,,,CBA,16:30,18:20,Distributed and Parallel Computing,Dept of Computer Science,"Cui,Heming"
2020-21 Sem 2,UG,COMP3358,2A,Face-to-face,2021-02-22,2021-03-01,MON,,,,,,,CBA,17:30,18:20,Distributed and Parallel Computing,Dept of Computer Science,"Cui,Heming"
2020-21 Sem 2,UG,COMP3358,2A,Face-to-face,2021-02-25,2021-03-04,,,,THU,,,,CBA,16:30,18:20,Distributed and Parallel Computing,Dept of Computer Science,"Cui,Heming"
2020-21 Sem 2,UG,COMP3358,2A,Face-to-face,2021-03-15,2021-03-29,MON,,,,,,,CBA,17:30,18:20,Distributed and Parallel Computing,Dept of Computer Science,"Cui,Heming"
2020-21 Sem 2,UG,COMP3358,2A,Face-to-face,2021-03-18,2021-04-29,,,,THU,,,,CBA,16:30,18:20,Distributed and Parallel Computing,Dept of Computer Science,"Cui,Heming"
2020-21 Sem 2,UG,COMP3358,2A,Face-to-face,2021-04-12,2021-04-26,MON,,,,,,,CBA,17:30,18:20,Distributed and Parallel Computing,Dept of Computer Science,"Cui,Heming"
2020-21 Sem 2,UG,COMP3359,2A,Face-to-face,2021-01-18,2021-02-08,MON,,,,,,,LE1,09:30,11:20,Artificial Intelligence Applications,Dept of Computer Science,"Choi,Yi King"
2020-21 Sem 2,UG,COMP3359,2A,Face-to-face,2021-01-21,2021-02-11,,,,THU,,,,LE1,09:30,10:20,Artificial Intelligence Applications,Dept of Computer Science,"Choi,Yi King"
2020-21 Sem 2,UG,COMP3359,2A,Face-to-face,2021-02-22,2021-03-01,MON,,,,,,,LE1,09:30,11:20,Artificial Intelligence Applications,Dept of Computer Science,"Choi,Yi King"
2020-21 Sem 2,UG,COMP3359,2A,Face-to-face,2021-02-25,2021-03-04,,,,THU,,,,LE1,09:30,10:20,Artificial Intelligence Applications,Dept of Computer Science,"Choi,Yi King"
2020-21 Sem 2,UG,COMP3359,2A,Face-to-face,2021-03-15,2021-03-29,MON,,,,,,,LE1,09:30,11:20,Artificial Intelligence Applications,Dept of Computer Science,"Choi,Yi King"
2020-21 Sem 2,UG,COMP3359,2A,Face-to-face,2021-03-18,2021-04-29,,,,THU,,,,LE1,09:30,10:20,Artificial Intelligence Applications,Dept of Computer Science,"Choi,Yi King"
2020-21 Sem 2,UG,COMP3359,2A,Face-to-face,2021-04-12,2021-04-26,MON,,,,,,,LE1,09:30,11:20,Artificial Intelligence Applications,Dept of Computer Science,"Choi,Yi King"
2020-21 Sem 2,UG,COMP3403,2A,Face-to-face,2021-01-18,2021-02-08,MON,,,,,,,CBA,15:30,17:20,"Implementation, testing and maintenance of software systems",Dept of Computer Science,"Mitcheson,George Richard"
2020-21 Sem 2,UG,COMP3403,2A,Face-to-face,2021-01-21,2021-02-04,,,,THU,,,,CBA,15:30,16:20,"Implementation, testing and maintenance of software systems",Dept of Computer Science,"Mitcheson,George Richard"
2020-21 Sem 2,UG,COMP3403,2A,Face-to-face,2021-02-22,2021-03-01,MON,,,,,,,CBA,15:30,17:20,"Implementation, testing and maintenance of software systems",Dept of Computer Science,"Mitcheson,George Richard"
2020-21 Sem 2,UG,COMP3403,2A,Face-to-face,2021-02-25,2021-03-04,,,,THU,,,,CBA,15:30,16:20,"Implementation, testing and maintenance of software systems",Dept of Computer Science,"Mitcheson,George Richard"
2020-21 Sem 2,UG,COMP3403,2A,Face-to-face,2021-03-15,2021-03-29,MON,,,,,,,CBA,15:30,17:20,"Implementation, testing and maintenance of software systems",Dept of Computer Science,"Mitcheson,George Richard"
2020-21 Sem 2,UG,COMP3403,2A,Face-to-face,2021-03-18,2021-04-29,,,,THU,,,,CBA,15:30,16:20,"Implementation, testing and maintenance of software systems",Dept of Computer Science,"Mitcheson,George Richard"
2020-21 Sem 2,UG,COMP3403,2A,Face-to-face,2021-04-12,2021-04-26,MON,,,,,,,CBA,15:30,17:20,"Implementation, testing and maintenance of software systems",Dept of Computer Science,"Mitcheson,George Richard"
